id,site_id,timestamp,irradiance_wm2,temperature_c,cloud_cover,rainfall_mm,source,is_fixture,quality_flags_json
wx_site_c_20260618_08,site_c,2026-06-18T08:00:00+08:00,241,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_09,site_c,2026-06-18T09:00:00+08:00,465.5,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_10,site_c,2026-06-18T10:00:00+08:00,658.4,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_11,site_c,2026-06-18T11:00:00+08:00,806.2,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_12,site_c,2026-06-18T12:00:00+08:00,899.2,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_13,site_c,2026-06-18T13:00:00+08:00,931,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_14,site_c,2026-06-18T14:00:00+08:00,899.2,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_15,site_c,2026-06-18T15:00:00+08:00,806.2,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_16,site_c,2026-06-18T16:00:00+08:00,658.4,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_17,site_c,2026-06-18T17:00:00+08:00,465.5,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_18,site_c,2026-06-18T18:00:00+08:00,241,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_19,site_c,2026-06-18T19:00:00+08:00,0,29,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_20,site_c,2026-06-18T20:00:00+08:00,0,28.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_21,site_c,2026-06-18T21:00:00+08:00,0,28,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_22,site_c,2026-06-18T22:00:00+08:00,0,27.6,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260618_23,site_c,2026-06-18T23:00:00+08:00,0,27.4,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_00,site_c,2026-06-19T00:00:00+08:00,0,27.2,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_01,site_c,2026-06-19T01:00:00+08:00,0,26.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_02,site_c,2026-06-19T02:00:00+08:00,0,26.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_03,site_c,2026-06-19T03:00:00+08:00,0,26.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_04,site_c,2026-06-19T04:00:00+08:00,0,26.2,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_05,site_c,2026-06-19T05:00:00+08:00,0,26.4,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_06,site_c,2026-06-19T06:00:00+08:00,0,27,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_07,site_c,2026-06-19T07:00:00+08:00,0,28,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_08,site_c,2026-06-19T08:00:00+08:00,248.4,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_09,site_c,2026-06-19T09:00:00+08:00,479.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_10,site_c,2026-06-19T10:00:00+08:00,678.5,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_11,site_c,2026-06-19T11:00:00+08:00,830.9,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_12,site_c,2026-06-19T12:00:00+08:00,926.8,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_13,site_c,2026-06-19T13:00:00+08:00,959.5,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_14,site_c,2026-06-19T14:00:00+08:00,926.8,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_15,site_c,2026-06-19T15:00:00+08:00,830.9,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_16,site_c,2026-06-19T16:00:00+08:00,678.5,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_17,site_c,2026-06-19T17:00:00+08:00,479.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_18,site_c,2026-06-19T18:00:00+08:00,248.4,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_19,site_c,2026-06-19T19:00:00+08:00,0,29,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_20,site_c,2026-06-19T20:00:00+08:00,0,28.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_21,site_c,2026-06-19T21:00:00+08:00,0,28,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_22,site_c,2026-06-19T22:00:00+08:00,0,27.6,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260619_23,site_c,2026-06-19T23:00:00+08:00,0,27.4,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_00,site_c,2026-06-20T00:00:00+08:00,0,27.2,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_01,site_c,2026-06-20T01:00:00+08:00,0,26.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_02,site_c,2026-06-20T02:00:00+08:00,0,26.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_03,site_c,2026-06-20T03:00:00+08:00,0,26.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_04,site_c,2026-06-20T04:00:00+08:00,0,26.2,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_05,site_c,2026-06-20T05:00:00+08:00,0,26.4,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_06,site_c,2026-06-20T06:00:00+08:00,0,27,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_07,site_c,2026-06-20T07:00:00+08:00,0,28,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_08,site_c,2026-06-20T08:00:00+08:00,238.5,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_09,site_c,2026-06-20T09:00:00+08:00,460.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_10,site_c,2026-06-20T10:00:00+08:00,651.6,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_11,site_c,2026-06-20T11:00:00+08:00,798,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_12,site_c,2026-06-20T12:00:00+08:00,890.1,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_13,site_c,2026-06-20T13:00:00+08:00,921.5,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_14,site_c,2026-06-20T14:00:00+08:00,890.1,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_15,site_c,2026-06-20T15:00:00+08:00,798,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_16,site_c,2026-06-20T16:00:00+08:00,651.6,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_17,site_c,2026-06-20T17:00:00+08:00,460.8,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_18,site_c,2026-06-20T18:00:00+08:00,238.5,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_19,site_c,2026-06-20T19:00:00+08:00,0,29,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_20,site_c,2026-06-20T20:00:00+08:00,0,28.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_21,site_c,2026-06-20T21:00:00+08:00,0,28,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_22,site_c,2026-06-20T22:00:00+08:00,0,27.6,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260620_23,site_c,2026-06-20T23:00:00+08:00,0,27.4,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_00,site_c,2026-06-21T00:00:00+08:00,0,27.2,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_01,site_c,2026-06-21T01:00:00+08:00,0,26.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_02,site_c,2026-06-21T02:00:00+08:00,0,26.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_03,site_c,2026-06-21T03:00:00+08:00,0,26.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_04,site_c,2026-06-21T04:00:00+08:00,0,26.2,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_05,site_c,2026-06-21T05:00:00+08:00,0,26.4,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_06,site_c,2026-06-21T06:00:00+08:00,0,27,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_07,site_c,2026-06-21T07:00:00+08:00,0,28,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_08,site_c,2026-06-21T08:00:00+08:00,245.9,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_09,site_c,2026-06-21T09:00:00+08:00,475,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_10,site_c,2026-06-21T10:00:00+08:00,671.8,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_11,site_c,2026-06-21T11:00:00+08:00,822.7,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_12,site_c,2026-06-21T12:00:00+08:00,917.6,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_13,site_c,2026-06-21T13:00:00+08:00,950,33,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_14,site_c,2026-06-21T14:00:00+08:00,917.6,32.8,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_15,site_c,2026-06-21T15:00:00+08:00,822.7,32.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_16,site_c,2026-06-21T16:00:00+08:00,671.8,31.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_17,site_c,2026-06-21T17:00:00+08:00,475,30.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_18,site_c,2026-06-21T18:00:00+08:00,245.9,29.3,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_19,site_c,2026-06-21T19:00:00+08:00,0,29,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_20,site_c,2026-06-21T20:00:00+08:00,0,28.5,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_21,site_c,2026-06-21T21:00:00+08:00,0,28,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_22,site_c,2026-06-21T22:00:00+08:00,0,27.6,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
wx_site_c_20260621_23,site_c,2026-06-21T23:00:00+08:00,0,27.4,0.35,0.0,demo_fixture,True,"[""fixture_data""]"
