id,site_id,timestamp,generation_kwh,load_kwh,import_kwh,export_kwh,inverter_id,string_id,availability,source,is_fixture,quality_flags_json
obs_site_c_20260618_00,site_c,2026-06-18T00:00:00+08:00,0,150,150,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_01,site_c,2026-06-18T01:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_02,site_c,2026-06-18T02:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_03,site_c,2026-06-18T03:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_04,site_c,2026-06-18T04:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_05,site_c,2026-06-18T05:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_06,site_c,2026-06-18T06:00:00+08:00,0,180,180,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_07,site_c,2026-06-18T07:00:00+08:00,0,220,220,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_08,site_c,2026-06-18T08:00:00+08:00,172,300,128,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_09,site_c,2026-06-18T09:00:00+08:00,333.97,340,6.03,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_10,site_c,2026-06-18T10:00:00+08:00,460.93,370,0,90.93,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_11,site_c,2026-06-18T11:00:00+08:00,579.95,390,0,189.95,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_12,site_c,2026-06-18T12:00:00+08:00,651.97,400,0,251.97,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_13,site_c,2026-06-18T13:00:00+08:00,661.12,395,0,266.12,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_14,site_c,2026-06-18T14:00:00+08:00,645.52,385,0,260.52,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_15,site_c,2026-06-18T15:00:00+08:00,568.35,370,0,198.35,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_16,site_c,2026-06-18T16:00:00+08:00,456.18,350,0,106.18,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_17,site_c,2026-06-18T17:00:00+08:00,333.97,320,0,13.97,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_18,site_c,2026-06-18T18:00:00+08:00,172,280,108,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_19,site_c,2026-06-18T19:00:00+08:00,0,240,240,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_20,site_c,2026-06-18T20:00:00+08:00,0,210,210,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_21,site_c,2026-06-18T21:00:00+08:00,0,190,190,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_22,site_c,2026-06-18T22:00:00+08:00,0,170,170,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260618_23,site_c,2026-06-18T23:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_00,site_c,2026-06-19T00:00:00+08:00,0,150,150,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_01,site_c,2026-06-19T01:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_02,site_c,2026-06-19T02:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_03,site_c,2026-06-19T03:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_04,site_c,2026-06-19T04:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_05,site_c,2026-06-19T05:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_06,site_c,2026-06-19T06:00:00+08:00,0,180,180,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_07,site_c,2026-06-19T07:00:00+08:00,0,220,220,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_08,site_c,2026-06-19T08:00:00+08:00,177.28,300,122.72,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_09,site_c,2026-06-19T09:00:00+08:00,344.23,340,0,4.23,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_10,site_c,2026-06-19T10:00:00+08:00,475.01,370,0,105.01,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_11,site_c,2026-06-19T11:00:00+08:00,597.72,390,0,207.72,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_12,site_c,2026-06-19T12:00:00+08:00,671.99,400,0,271.99,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_13,site_c,2026-06-19T13:00:00+08:00,681.36,395,0,286.36,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_14,site_c,2026-06-19T14:00:00+08:00,665.33,385,0,280.33,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_15,site_c,2026-06-19T15:00:00+08:00,585.76,370,0,215.76,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_16,site_c,2026-06-19T16:00:00+08:00,470.11,350,0,120.11,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_17,site_c,2026-06-19T17:00:00+08:00,344.23,320,0,24.23,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_18,site_c,2026-06-19T18:00:00+08:00,177.28,280,102.72,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_19,site_c,2026-06-19T19:00:00+08:00,0,240,240,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_20,site_c,2026-06-19T20:00:00+08:00,0,210,210,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_21,site_c,2026-06-19T21:00:00+08:00,0,190,190,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_22,site_c,2026-06-19T22:00:00+08:00,0,170,170,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260619_23,site_c,2026-06-19T23:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_00,site_c,2026-06-20T00:00:00+08:00,0,150,150,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_01,site_c,2026-06-20T01:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_02,site_c,2026-06-20T02:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_03,site_c,2026-06-20T03:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_04,site_c,2026-06-20T04:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_05,site_c,2026-06-20T05:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_06,site_c,2026-06-20T06:00:00+08:00,0,180,180,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_07,site_c,2026-06-20T07:00:00+08:00,0,220,220,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_08,site_c,2026-06-20T08:00:00+08:00,157.54,300,142.46,0,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260620_09,site_c,2026-06-20T09:00:00+08:00,318.25,340,21.75,0,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260620_10,site_c,2026-06-20T10:00:00+08:00,447.24,370,0,77.24,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260620_11,site_c,2026-06-20T11:00:00+08:00,,390,390,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260620_12,site_c,2026-06-20T12:00:00+08:00,,400,400,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260620_13,site_c,2026-06-20T13:00:00+08:00,,395,395,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260620_14,site_c,2026-06-20T14:00:00+08:00,,385,385,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260620_15,site_c,2026-06-20T15:00:00+08:00,572.33,370,0,202.33,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260620_16,site_c,2026-06-20T16:00:00+08:00,421.37,350,0,71.37,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260620_17,site_c,2026-06-20T17:00:00+08:00,329.27,320,0,9.27,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260620_18,site_c,2026-06-20T18:00:00+08:00,166.39,280,113.61,0,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260620_19,site_c,2026-06-20T19:00:00+08:00,0,240,240,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_20,site_c,2026-06-20T20:00:00+08:00,0,210,210,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_21,site_c,2026-06-20T21:00:00+08:00,0,190,190,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_22,site_c,2026-06-20T22:00:00+08:00,0,170,170,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260620_23,site_c,2026-06-20T23:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_00,site_c,2026-06-21T00:00:00+08:00,0,150,150,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_01,site_c,2026-06-21T01:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_02,site_c,2026-06-21T02:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_03,site_c,2026-06-21T03:00:00+08:00,0,140,140,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_04,site_c,2026-06-21T04:00:00+08:00,0,145,145,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_05,site_c,2026-06-21T05:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_06,site_c,2026-06-21T06:00:00+08:00,0,180,180,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_07,site_c,2026-06-21T07:00:00+08:00,0,220,220,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_08,site_c,2026-06-21T08:00:00+08:00,162.4,300,137.6,0,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260621_09,site_c,2026-06-21T09:00:00+08:00,328.23,340,11.77,0,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260621_10,site_c,2026-06-21T10:00:00+08:00,461.21,370,0,91.21,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260621_11,site_c,2026-06-21T11:00:00+08:00,,390,390,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260621_12,site_c,2026-06-21T12:00:00+08:00,,400,400,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260621_13,site_c,2026-06-21T13:00:00+08:00,,395,395,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260621_14,site_c,2026-06-21T14:00:00+08:00,,385,385,,,,1.0,demo_fixture,True,"[""fixture_data"",""missing_generation"",""stale_telemetry""]"
obs_site_c_20260621_15,site_c,2026-06-21T15:00:00+08:00,590.26,370,0,220.26,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260621_16,site_c,2026-06-21T16:00:00+08:00,434.5,350,0,84.5,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260621_17,site_c,2026-06-21T17:00:00+08:00,339.47,320,0,19.47,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260621_18,site_c,2026-06-21T18:00:00+08:00,171.65,280,108.35,0,,,1.0,demo_fixture,True,"[""fixture_data"",""generation_noisy""]"
obs_site_c_20260621_19,site_c,2026-06-21T19:00:00+08:00,0,240,240,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_20,site_c,2026-06-21T20:00:00+08:00,0,210,210,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_21,site_c,2026-06-21T21:00:00+08:00,0,190,190,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_22,site_c,2026-06-21T22:00:00+08:00,0,170,170,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
obs_site_c_20260621_23,site_c,2026-06-21T23:00:00+08:00,0,155,155,0,,,1.0,demo_fixture,True,"[""fixture_data""]"
